site,census_year,spei_1,spei_2,spei_3,spei_4,spei_5,spei_6,spei_7,spei_8,spei_9,spei_10,spei_11,spei_12,spei_13,spei_14,spei_15,spei_16,spei_17,spei_18,spei_19,spei_20,spei_21,spei_22,spei_23,spei_24
colosso_clust,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
colosso_clust,1988,-0.9245994793673132,-1.6798389958440223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
colosso_clust,1989,1.4922866504742387,2.0399952249383797,1.929069331925518,0.43105316556966244,-0.6657498983575462,-0.38457827236413833,1.4626312996912973,1.087955511992381,-0.017398710585726816,-1.3892807377968732,-0.9160957087950262,-0.24077773411675546,-0.9245994793673132,-1.6798389958440223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
colosso_clust,1990,0.07140431524922648,0.3406093608956864,0.1238918577341577,-0.6949169089962398,-0.743711405182348,0.022146203378377347,1.5174910305325824,1.277042857433041,1.114410034153402,-0.03627239798533017,-0.35526268052756343,0.7920584683882363,1.4922866504742387,2.0399952249383797,1.929069331925518,0.43105316556966244,-0.6657498983575462,-0.38457827236413833,1.4626312996912973,1.087955511992381,-0.017398710585726816,-1.3892807377968732,-0.9160957087950262,-0.24077773411675546
colosso_clust,1991,0.6088085123945743,0.24424980080596742,-0.5852237300266833,-0.48630037829855877,0.6446234731142128,0.2247323700998208,-0.045644642677712,0.13587925564217557,0.7898761211376095,0.591421544773431,0.11327621211671612,-0.3715087965598679,0.07140431524922648,0.3406093608956864,0.1238918577341577,-0.6949169089962398,-0.743711405182348,0.022146203378377347,1.5174910305325824,1.277042857433041,1.114410034153402,-0.03627239798533017,-0.35526268052756343,0.7920584683882363
colosso_clust,1992,-1.7469587385398786,-1.0667525422012374,-0.8341531434946793,-0.05753164898987769,0.3330286683099125,-0.08963028706889747,0.0681242334770502,-0.2543955619350517,0.5582987712108851,0.06865196047102406,0.34065841692195786,0.30708426723254706,0.6088085123945743,0.24424980080596742,-0.5852237300266833,-0.48630037829855877,0.6446234731142128,0.2247323700998208,-0.045644642677712,0.13587925564217557,0.7898761211376095,0.591421544773431,0.11327621211671612,-0.3715087965598679
colosso_clust,1993,0.3039067520050735,-0.2510402925783255,-1.0394775497274673,0.024386129922804575,0.10241581440023947,-0.7167863081941204,-2.1377331355179097,-2.2801572735148152,-2.018140367098703,-1.451185682866827,-1.2425529969079494,-1.354530766780889,-1.7469587385398786,-1.0667525422012374,-0.8341531434946793,-0.05753164898987769,0.3330286683099125,-0.08963028706889747,0.0681242334770502,-0.2543955619350517,0.5582987712108851,0.06865196047102406,0.34065841692195786,0.30708426723254706
colosso_clust,1994,0.13708097603770433,0.4361476529584852,0.5321042513232248,0.1889767650586013,-0.2737531683995707,-0.4274249173668825,-0.6176232278113074,-0.7176711171971671,-0.6961827245983279,-0.005038633075492661,0.6102283314605559,0.7510759485932158,0.3039067520050735,-0.2510402925783255,-1.0394775497274673,0.024386129922804575,0.10241581440023947,-0.7167863081941204,-2.1377331355179097,-2.2801572735148152,-2.018140367098703,-1.451185682866827,-1.2425529969079494,-1.354530766780889
colosso_clust,1995,-0.6157283332675727,-0.009136586064865887,0.2599460470217231,0.510669832091575,0.42789687594348597,-0.20729365671186625,-0.6940477986259055,-0.41802432462371103,-0.6641569610371634,-0.08896558848995711,-0.08007061658007418,-0.025079457785838807,0.13708097603770433,0.4361476529584852,0.5321042513232248,0.1889767650586013,-0.2737531683995707,-0.4274249173668825,-0.6176232278113074,-0.7176711171971671,-0.6961827245983279,-0.005038633075492661,0.6102283314605559,0.7510759485932158
colosso_clust,1996,0.8660956479653389,0.5392444350853919,0.5546586800586878,-0.24843490272996377,-0.0731095041315713,-0.22561360374782263,-0.41671495338394693,-0.6013944928979312,-0.6735566783141611,-0.9462285800689942,-1.1650934762491874,-1.3330644259676836,-0.6157283332675727,-0.009136586064865887,0.2599460470217231,0.510669832091575,0.42789687594348597,-0.20729365671186625,-0.6940477986259055,-0.41802432462371103,-0.6641569610371634,-0.08896558848995711,-0.08007061658007418,-0.025079457785838807
