ranch,bdffp_reserve_no,plot,habitat,row,column,x_09,y_09,ha_id_number,tag_number,year,ht,ht_next,shts,shts_next,infl,surv,code_notes,code2
Dimona,2107,2107,1-ha,C,8,NA,NA,240,248,2001,13,18,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,C,8,NA,NA,240,248,2002,18,21,1,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,8,NA,NA,240,248,2003,21,NA,2,NA,0,0,NA,NA
Dimona,2107,2107,1-ha,B,4,NA,NA,241,249,2001,11,20,1,3,0,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,B,4,NA,NA,241,249,2002,20,24,3,2,0,1,NA,NA
Dimona,2107,2107,1-ha,B,4,NA,NA,241,249,2003,24,NA,2,NA,0,0,NA,NA
Dimona,2107,2107,1-ha,B,3,8,1,242,250,2001,14,14,1,1,0,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,B,3,8,1,242,250,2002,14,15,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,B,3,8,1,242,250,2003,15,20,1,2,0,1,NA,NA
Dimona,2107,2107,1-ha,B,3,8,1,242,250,2004,20,14,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,B,3,8,1,242,250,2005,14,25,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,B,3,8,1,242,250,2006,25,15,2,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,B,3,8,1,242,250,2007,15,15,1,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,B,3,8,1,242,250,2008,15,16,1,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,B,3,8,1,242,250,2009,16,NA,1,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,B,10,NA,NA,243,251,2000,16,12,1,2,0,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,B,10,NA,NA,243,251,2001,12,15,2,1,0,1,NA,NA
Dimona,2107,2107,1-ha,B,10,NA,NA,243,251,2002,15,11,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,B,10,NA,NA,243,251,2003,11,10,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,B,10,NA,NA,243,251,2004,10,17,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,B,10,NA,NA,243,251,2005,17,10,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,B,10,NA,NA,243,251,2006,10,NA,1,NA,NA,0,NA,NA
Dimona,2107,2107,1-ha,E,1,4.1,9.5,244,252,2001,13,13,1,1,0,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,E,1,4.1,9.5,244,252,2002,13,12,1,2,0,1,NA,NA
Dimona,2107,2107,1-ha,E,1,4.1,9.5,244,252,2003,12,19,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,E,1,4.1,9.5,244,252,2004,19,18,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,E,1,4.1,9.5,244,252,2005,18,6,3,1,0,1,NA,NA
Dimona,2107,2107,1-ha,E,1,4.1,9.5,244,252,2006,6,8,1,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,E,1,4.1,9.5,244,252,2007,8,11,1,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,E,1,4.1,9.5,244,252,2008,11,11,1,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,E,1,4.1,9.5,244,252,2009,11,NA,1,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,C,7,6.7,9.5,245,253,2001,15,18,1,1,0,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,C,7,6.7,9.5,245,253,2002,18,NA,1,NA,0,1,NA,NA
Dimona,2107,2107,1-ha,C,7,6.7,9.5,245,253,2003,NA,17,NA,2,NA,1,plant missing (60),NA
Dimona,2107,2107,1-ha,C,7,6.7,9.5,245,253,2004,17,16,2,1,0,1,NA,NA
Dimona,2107,2107,1-ha,C,7,6.7,9.5,245,253,2005,16,23,1,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,7,6.7,9.5,245,253,2006,23,22,2,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,7,6.7,9.5,245,253,2007,22,23,2,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,7,6.7,9.5,245,253,2008,23,22,1,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,7,6.7,9.5,245,253,2009,22,NA,2,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,C,1,0.7,3.9,246,254,2002,14,14,1,1,0,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,C,1,0.7,3.9,246,254,2003,14,12,1,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,1,0.7,3.9,246,254,2004,12,14,2,1,0,1,NA,NA
Dimona,2107,2107,1-ha,C,1,0.7,3.9,246,254,2005,14,18,1,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,1,0.7,3.9,246,254,2006,18,23,2,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,1,0.7,3.9,246,254,2007,23,25,2,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,1,0.7,3.9,246,254,2008,25,30,3,4,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,1,0.7,3.9,246,254,2009,30,NA,4,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,C,8,NA,NA,248,256,2002,4,NA,1,NA,0,0,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,C,10,4.7,6.8,250,258,2003,3,10,3,1,0,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,C,10,4.7,6.8,250,258,2004,10,14,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,C,10,4.7,6.8,250,258,2005,14,13,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,C,10,4.7,6.8,250,258,2006,13,15,1,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,10,4.7,6.8,250,258,2007,15,19,2,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,10,4.7,6.8,250,258,2008,19,20,3,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,10,4.7,6.8,250,258,2009,20,NA,2,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,C,10,NA,NA,251,259,2003,5,NA,1,NA,0,0,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,D,10,9.1,8.4,252,260,2003,10,13,1,1,0,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,D,10,9.1,8.4,252,260,2004,13,43,1,2,0,1,NA,NA
Dimona,2107,2107,1-ha,D,10,9.1,8.4,252,260,2005,43,36,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,D,10,9.1,8.4,252,260,2006,36,50,3,5,NA,1,NA,NA
Dimona,2107,2107,1-ha,D,10,9.1,8.4,252,260,2007,50,58,5,4,NA,1,NA,NA
Dimona,2107,2107,1-ha,D,10,9.1,8.4,252,260,2008,58,76,4,5,NA,1,NA,NA
Dimona,2107,2107,1-ha,D,10,9.1,8.4,252,260,2009,76,NA,5,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,C,10,NA,NA,253,261,2003,9,10,1,1,0,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,C,10,NA,NA,253,261,2004,10,13,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,C,10,NA,NA,253,261,2005,13,17,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,C,10,NA,NA,253,261,2006,17,18,1,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,10,NA,NA,253,261,2007,18,NA,1,NA,NA,0,NA,NA
Dimona,2107,2107,1-ha,A,3,0.1,7.9,255,263,2002,17,14,1,2,0,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,A,3,0.1,7.9,255,263,2003,14,13,2,1,0,1,NA,NA
Dimona,2107,2107,1-ha,A,3,0.1,7.9,255,263,2004,13,10,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,A,3,0.1,7.9,255,263,2005,10,17,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,A,3,0.1,7.9,255,263,2006,17,15,1,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,A,3,0.1,7.9,255,263,2007,15,NA,1,NA,NA,1,NA,NA
Dimona,2107,2107,1-ha,A,3,0.1,7.9,255,263,2008,NA,8,NA,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,A,3,0.1,7.9,255,263,2009,8,NA,1,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,A,1,NA,NA,256,264,2001,8,NA,1,NA,0,0,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,C,10,2.4,0.9,257,265,2000,18,18,1,1,0,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,C,10,2.4,0.9,257,265,2001,18,20,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,C,10,2.4,0.9,257,265,2002,20,20,1,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,10,2.4,0.9,257,265,2003,20,36,2,1,0,1,NA,NA
Dimona,2107,2107,1-ha,C,10,2.4,0.9,257,265,2004,36,54,1,3,0,1,NA,NA
Dimona,2107,2107,1-ha,C,10,2.4,0.9,257,265,2005,54,68,3,3,0,1,NA,NA
Dimona,2107,2107,1-ha,C,10,2.4,0.9,257,265,2006,68,100,3,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,10,2.4,0.9,257,265,2007,100,62,3,4,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,10,2.4,0.9,257,265,2008,62,107,4,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,10,2.4,0.9,257,265,2009,107,NA,2,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,D,9,9.4,8.1,258,266,2003,9,24,1,1,0,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,D,9,9.4,8.1,258,266,2004,24,41,1,4,0,1,NA,NA
Dimona,2107,2107,1-ha,D,9,9.4,8.1,258,266,2005,41,48,4,3,0,1,NA,NA
Dimona,2107,2107,1-ha,D,9,9.4,8.1,258,266,2006,48,88,3,4,NA,1,NA,NA
Dimona,2107,2107,1-ha,D,9,9.4,8.1,258,266,2007,88,87,4,5,NA,1,NA,NA
Dimona,2107,2107,1-ha,D,9,9.4,8.1,258,266,2008,87,110,5,6,NA,1,NA,NA
Dimona,2107,2107,1-ha,D,9,9.4,8.1,258,266,2009,110,NA,6,NA,1,NA,NA,NA
Dimona,2107,2107,1-ha,C,10,NA,NA,259,267,2000,14,NA,1,NA,0,0,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,B,3,NA,NA,262,270,2001,6,NA,1,NA,0,0,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,D,3,NA,NA,263,271,2003,4,NA,1,NA,0,0,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,C,7,7.3,1.7,264,272,2001,16,19,1,2,0,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,C,7,7.3,1.7,264,272,2002,19,14,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,7,7.3,1.7,264,272,2003,14,23,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,7,7.3,1.7,264,272,2004,23,18,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,7,7.3,1.7,264,272,2005,18,17,2,1,0,1,NA,NA
Dimona,2107,2107,1-ha,C,7,7.3,1.7,264,272,2006,17,15,1,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,7,7.3,1.7,264,272,2007,15,18,1,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,7,7.3,1.7,264,272,2008,18,24,1,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,7,7.3,1.7,264,272,2009,24,NA,2,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,D,5,3.7,4.1,265,273,2001,9,8,1,1,0,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,D,5,3.7,4.1,265,273,2002,8,9,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,D,5,3.7,4.1,265,273,2003,9,9,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,D,5,3.7,4.1,265,273,2004,9,9,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,D,5,3.7,4.1,265,273,2005,9,9,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,D,5,3.7,4.1,265,273,2006,9,NA,1,NA,NA,1,NA,NA
Dimona,2107,2107,1-ha,D,5,3.7,4.1,265,273,2007,NA,16,NA,2,NA,1,plant missing (60),NA
Dimona,2107,2107,1-ha,D,5,3.7,4.1,265,273,2008,16,17,2,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,D,5,3.7,4.1,265,273,2009,17,NA,1,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,E,9,6.1,5.7,266,274,2003,10,20,2,2,0,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,E,9,6.1,5.7,266,274,2004,20,23,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,E,9,6.1,5.7,266,274,2005,23,38,3,3,0,1,NA,NA
Dimona,2107,2107,1-ha,E,9,6.1,5.7,266,274,2006,38,48,3,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,E,9,6.1,5.7,266,274,2007,48,58,2,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,E,9,6.1,5.7,266,274,2008,58,60,3,6,NA,1,NA,NA
Dimona,2107,2107,1-ha,E,9,6.1,5.7,266,274,2009,60,NA,6,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,C,10,NA,NA,268,276,2003,4,11,1,1,0,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,C,10,NA,NA,268,276,2004,11,8,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,C,10,NA,NA,268,276,2005,8,NA,1,NA,0,0,NA,NA
Dimona,2107,2107,1-ha,C,7,NA,NA,269,277,2002,10,13,1,1,0,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,C,7,NA,NA,269,277,2003,13,20,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,C,7,NA,NA,269,277,2004,20,5,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,C,7,NA,NA,269,277,2005,5,NA,1,NA,0,0,NA,NA
Dimona,2107,2107,1-ha,A,5,NA,NA,270,278,2004,11,13,1,1,0,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,A,5,NA,NA,270,278,2005,13,21,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,A,5,NA,NA,270,278,2006,21,NA,1,NA,NA,0,NA,NA
Dimona,2107,2107,1-ha,B,4,2.2,2,272,280,2003,8,25,1,2,0,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,B,4,2.2,2,272,280,2004,25,27,2,1,0,1,NA,NA
Dimona,2107,2107,1-ha,B,4,2.2,2,272,280,2005,27,23,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,B,4,2.2,2,272,280,2006,23,28,1,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,B,4,2.2,2,272,280,2007,28,18,2,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,B,4,2.2,2,272,280,2008,18,NA,1,NA,NA,0,ULY (3),NA
Dimona,2107,2107,1-ha,B,1,NA,NA,273,281,2003,5,NA,1,NA,0,0,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,A,5,4.4,1.8,274,282,2004,5,81,1,4,0,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,A,5,4.4,1.8,274,282,2005,81,NA,4,NA,0,1,NA,NA
Dimona,2107,2107,1-ha,A,5,4.4,1.8,274,282,2006,NA,18,NA,1,NA,1,dead (2),NA
Dimona,2107,2107,1-ha,A,5,4.4,1.8,274,282,2007,18,19,1,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,A,5,4.4,1.8,274,282,2008,19,12,1,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,A,5,4.4,1.8,274,282,2009,12,NA,2,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,A,5,3.7,1.7,275,283,2004,6,11,1,1,0,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,A,5,3.7,1.7,275,283,2005,11,13,1,2,0,1,NA,NA
Dimona,2107,2107,1-ha,A,5,3.7,1.7,275,283,2006,13,NA,2,NA,NA,0,NA,NA
Dimona,2107,2107,1-ha,B,4,NA,NA,276,284,2004,7,10,1,1,0,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,B,4,NA,NA,276,284,2005,10,9,1,2,0,1,NA,NA
Dimona,2107,2107,1-ha,B,4,NA,NA,276,284,2006,9,NA,2,NA,NA,0,NA,NA
Dimona,2107,2107,1-ha,B,5,5.1,4.9,277,285,2004,5,6,1,1,0,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,B,5,5.1,4.9,277,285,2005,6,9,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,B,5,5.1,4.9,277,285,2006,9,14,1,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,B,5,5.1,4.9,277,285,2007,14,13,1,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,B,5,5.1,4.9,277,285,2008,13,14,2,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,B,5,5.1,4.9,277,285,2009,14,NA,1,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,E,7,9.3,3.1,279,288,2007,10,15,1,1,NA,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,E,7,9.3,3.1,279,288,2008,15,22,1,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,E,7,9.3,3.1,279,288,2009,22,NA,2,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,D,9,4.9,5.2,280,289,2007,17,22,1,2,NA,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,D,9,4.9,5.2,280,289,2008,22,36,2,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,D,9,4.9,5.2,280,289,2009,36,NA,2,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,A,10,1.8,4.3,281,290,2007,10,NA,1,NA,NA,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,A,10,1.8,4.3,281,290,2008,NA,18,NA,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,A,10,1.8,4.3,281,290,2009,18,NA,1,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,B,5,8.7,7.4,282,292,2006,18,21,1,1,NA,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,B,5,8.7,7.4,282,292,2007,21,31,1,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,B,5,8.7,7.4,282,292,2008,31,38,3,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,B,5,8.7,7.4,282,292,2009,38,NA,2,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,C,8,1,6.5,283,293,1998,41,43,2,2,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,C,8,1,6.5,283,293,1999,43,27,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,C,8,1,6.5,283,293,2000,27,45,3,3,0,1,NA,NA
Dimona,2107,2107,1-ha,C,8,1,6.5,283,293,2001,45,43,3,3,0,1,NA,NA
Dimona,2107,2107,1-ha,C,8,1,6.5,283,293,2002,43,15,3,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,8,1,6.5,283,293,2003,15,16,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,8,1,6.5,283,293,2004,16,12,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,8,1,6.5,283,293,2005,12,28,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,8,1,6.5,283,293,2006,28,22,2,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,8,1,6.5,283,293,2007,22,20,1,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,8,1,6.5,283,293,2008,20,33,3,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,8,1,6.5,283,293,2009,33,NA,3,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,E,2,5.1,8.2,284,294,2005,10,26,1,2,0,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,E,2,5.1,8.2,284,294,2006,26,16,2,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,E,2,5.1,8.2,284,294,2007,16,16,1,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,E,2,5.1,8.2,284,294,2008,16,22,1,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,E,2,5.1,8.2,284,294,2009,22,NA,2,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,A,1,NA,NA,286,296,2005,5,NA,1,NA,0,0,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,A,5,6.4,1.8,287,297,2005,4,17,1,1,0,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,A,5,6.4,1.8,287,297,2006,17,12,1,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,A,5,6.4,1.8,287,297,2007,12,13,1,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,A,5,6.4,1.8,287,297,2008,13,12,1,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,A,5,6.4,1.8,287,297,2009,12,NA,1,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,D,3,6.3,1.7,288,298,2003,9,10,2,1,0,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,D,3,6.3,1.7,288,298,2004,10,12,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,D,3,6.3,1.7,288,298,2005,12,17,1,2,0,1,NA,NA
Dimona,2107,2107,1-ha,D,3,6.3,1.7,288,298,2006,17,20,2,4,NA,1,NA,NA
Dimona,2107,2107,1-ha,D,3,6.3,1.7,288,298,2007,20,18,4,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,D,3,6.3,1.7,288,298,2008,18,22,1,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,D,3,6.3,1.7,288,298,2009,22,NA,2,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,C,7,6.9,1.1,290,300,2002,12,15,1,1,0,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,C,7,6.9,1.1,290,300,2003,15,20,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,C,7,6.9,1.1,290,300,2004,20,17,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,C,7,6.9,1.1,290,300,2005,17,18,1,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,7,6.9,1.1,290,300,2006,18,19,2,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,7,6.9,1.1,290,300,2007,19,19,1,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,7,6.9,1.1,290,300,2008,19,21,2,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,7,6.9,1.1,290,300,2009,21,NA,3,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,D,10,8.7,8.8,291,301,2006,9,8,1,1,NA,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,D,10,8.7,8.8,291,301,2007,8,NA,1,NA,NA,0,NA,NA
Dimona,2107,2107,1-ha,A,5,5,1.5,292,302,1998,45,19,1,4,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,A,5,5,1.5,292,302,1999,19,32,4,2,0,1,NA,NA
Dimona,2107,2107,1-ha,A,5,5,1.5,292,302,2000,32,38,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,A,5,5,1.5,292,302,2001,38,34,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,A,5,5,1.5,292,302,2002,34,45,3,3,0,1,NA,NA
Dimona,2107,2107,1-ha,A,5,5,1.5,292,302,2003,45,60,3,4,0,1,NA,NA
Dimona,2107,2107,1-ha,A,5,5,1.5,292,302,2004,60,23,4,3,0,1,NA,NA
Dimona,2107,2107,1-ha,A,5,5,1.5,292,302,2005,23,73,3,4,0,1,NA,NA
Dimona,2107,2107,1-ha,A,5,5,1.5,292,302,2006,73,67,4,4,1,1,NA,NA
Dimona,2107,2107,1-ha,A,5,5,1.5,292,302,2007,67,70,4,3,1,1,NA,NA
Dimona,2107,2107,1-ha,A,5,5,1.5,292,302,2008,70,65,3,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,A,5,5,1.5,292,302,2009,65,NA,3,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,E,4,3.8,7.5,293,303,2004,14,8,1,1,0,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,E,4,3.8,7.5,293,303,2005,8,27,1,2,0,1,NA,NA
Dimona,2107,2107,1-ha,E,4,3.8,7.5,293,303,2006,27,28,2,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,E,4,3.8,7.5,293,303,2007,28,35,3,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,E,4,3.8,7.5,293,303,2008,35,35,1,2,NA,1,ULY (3),NA
Dimona,2107,2107,1-ha,E,4,3.8,7.5,293,303,2009,35,NA,2,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,D,10,8.7,5,295,305,2004,9,16,1,2,0,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,D,10,8.7,5,295,305,2005,16,23,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,D,10,8.7,5,295,305,2006,23,48,2,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,D,10,8.7,5,295,305,2007,48,58,3,5,NA,1,NA,NA
Dimona,2107,2107,1-ha,D,10,8.7,5,295,305,2008,58,64,5,4,NA,1,NA,NA
Dimona,2107,2107,1-ha,D,10,8.7,5,295,305,2009,64,NA,4,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,C,10,7.1,3.1,297,307,2006,10,13,1,1,NA,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,C,10,7.1,3.1,297,307,2007,13,11,1,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,10,7.1,3.1,297,307,2008,11,10,1,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,10,7.1,3.1,297,307,2009,10,NA,1,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,C,5,6.7,6.2,298,308,2006,8,14,1,1,NA,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,C,5,6.7,6.2,298,308,2007,14,7,1,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,5,6.7,6.2,298,308,2008,7,10,1,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,5,6.7,6.2,298,308,2009,10,NA,1,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,B,8,2,8,299,309,2006,10,12,1,1,NA,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,B,8,2,8,299,309,2007,12,17,1,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,B,8,2,8,299,309,2008,17,16,1,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,B,8,2,8,299,309,2009,16,NA,1,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,C,9,6.4,10,301,311,2004,9,14,1,1,0,1,sdlg (1),initial.tag.yr
Dimona,2107,2107,1-ha,C,9,6.4,10,301,311,2005,14,20,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,C,9,6.4,10,301,311,2006,20,20,1,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,9,6.4,10,301,311,2007,20,20,1,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,9,6.4,10,301,311,2008,20,21,2,3,NA,1,NA,NA
