ranch,bdffp_reserve_no,plot,habitat,row,column,x_09,y_09,ha_id_number,tag_number,year,ht,ht_next,shts,shts_next,infl,surv,code_notes,code2
Dimona,2107,2107,1-ha,A,10,4.1,4.8,1,1,1998,20,22,2,1,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,A,10,4.1,4.8,1,1,1999,22,24,1,2,0,1,NA,NA
Dimona,2107,2107,1-ha,A,10,4.1,4.8,1,1,2000,24,28,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,A,10,4.1,4.8,1,1,2001,28,23,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,A,10,4.1,4.8,1,1,2002,23,23,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,A,10,4.1,4.8,1,1,2003,23,23,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,A,10,4.1,4.8,1,1,2004,23,27,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,A,10,4.1,4.8,1,1,2005,27,23,3,3,0,1,NA,NA
Dimona,2107,2107,1-ha,A,10,4.1,4.8,1,1,2006,23,17,3,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,A,10,4.1,4.8,1,1,2007,17,16,1,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,A,10,4.1,4.8,1,1,2008,16,21,1,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,A,10,4.1,4.8,1,1,2009,21,NA,2,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,C,7,7.4,2,2,2,1998,24,16,1,2,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,C,7,7.4,2,2,2,1999,16,28,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,C,7,7.4,2,2,2,2000,28,41,3,4,0,1,NA,NA
Dimona,2107,2107,1-ha,C,7,7.4,2,2,2,2001,41,64,4,5,0,1,NA,NA
Dimona,2107,2107,1-ha,C,7,7.4,2,2,2,2002,64,90,5,4,0,1,NA,NA
Dimona,2107,2107,1-ha,C,7,7.4,2,2,2,2003,90,81,4,4,1,1,NA,NA
Dimona,2107,2107,1-ha,C,7,7.4,2,2,2,2004,81,93,4,4,0,1,NA,NA
Dimona,2107,2107,1-ha,C,7,7.4,2,2,2,2005,93,90,4,4,0,1,NA,NA
Dimona,2107,2107,1-ha,C,7,7.4,2,2,2,2006,90,84,4,5,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,7,7.4,2,2,2,2007,84,100,5,3,1,1,NA,NA
Dimona,2107,2107,1-ha,C,7,7.4,2,2,2,2008,100,98,3,5,1,1,NA,NA
Dimona,2107,2107,1-ha,C,7,7.4,2,2,2,2009,98,NA,5,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,B,3,8.9,9.7,3,3,1998,31,31,3,2,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,B,3,8.9,9.7,3,3,1999,31,34,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,B,3,8.9,9.7,3,3,2000,34,40,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,B,3,8.9,9.7,3,3,2001,40,22,3,1,0,1,NA,NA
Dimona,2107,2107,1-ha,B,3,8.9,9.7,3,3,2002,22,22,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,B,3,8.9,9.7,3,3,2003,22,23,1,2,0,1,NA,NA
Dimona,2107,2107,1-ha,B,3,8.9,9.7,3,3,2004,23,25,2,1,0,1,NA,NA
Dimona,2107,2107,1-ha,B,3,8.9,9.7,3,3,2005,25,17,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,B,3,8.9,9.7,3,3,2006,17,21,1,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,B,3,8.9,9.7,3,3,2007,21,27,1,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,B,3,8.9,9.7,3,3,2008,27,21,2,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,B,3,8.9,9.7,3,3,2009,21,NA,3,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,B,2,NA,NA,4,4,1998,15,16,2,1,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,B,2,NA,NA,4,4,1999,16,25,1,2,0,1,NA,NA
Dimona,2107,2107,1-ha,B,2,NA,NA,4,4,2000,25,23,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,B,2,NA,NA,4,4,2001,23,20,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,B,2,NA,NA,4,4,2002,20,22,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,B,2,NA,NA,4,4,2003,22,24,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,B,2,NA,NA,4,4,2004,24,20,2,1,0,1,NA,NA
Dimona,2107,2107,1-ha,B,2,NA,NA,4,4,2005,20,NA,1,NA,0,0,NA,NA
Dimona,2107,2107,1-ha,A,10,NA,NA,5,5,1998,19,10,1,2,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,A,10,NA,NA,5,5,1999,10,9,2,1,0,1,NA,NA
Dimona,2107,2107,1-ha,A,10,NA,NA,5,5,2000,9,11,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,A,10,NA,NA,5,5,2001,11,12,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,A,10,NA,NA,5,5,2002,12,9,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,A,10,NA,NA,5,5,2003,9,NA,1,NA,0,0,NA,NA
Dimona,2107,2107,1-ha,A,5,NA,NA,6,6,1998,18,19,3,1,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,A,5,NA,NA,6,6,1999,19,16,1,2,0,1,NA,NA
Dimona,2107,2107,1-ha,A,5,NA,NA,6,6,2000,16,17,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,A,5,NA,NA,6,6,2001,17,NA,2,NA,0,0,NA,NA
Dimona,2107,2107,1-ha,B,8,8.2,3.9,7,7,1998,25,17,5,4,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,B,8,8.2,3.9,7,7,1999,17,24,4,4,0,1,NA,NA
Dimona,2107,2107,1-ha,B,8,8.2,3.9,7,7,2000,24,23,4,4,0,1,NA,NA
Dimona,2107,2107,1-ha,B,8,8.2,3.9,7,7,2001,23,22,4,8,0,1,NA,NA
Dimona,2107,2107,1-ha,B,8,8.2,3.9,7,7,2002,22,26,8,6,0,1,NA,NA
Dimona,2107,2107,1-ha,B,8,8.2,3.9,7,7,2003,26,29,6,6,0,1,NA,NA
Dimona,2107,2107,1-ha,B,8,8.2,3.9,7,7,2004,29,26,6,6,0,1,NA,NA
Dimona,2107,2107,1-ha,B,8,8.2,3.9,7,7,2005,26,27,6,8,0,1,NA,NA
Dimona,2107,2107,1-ha,B,8,8.2,3.9,7,7,2006,27,35,8,6,NA,1,NA,NA
Dimona,2107,2107,1-ha,B,8,8.2,3.9,7,7,2007,35,35,6,5,NA,1,NA,NA
Dimona,2107,2107,1-ha,B,8,8.2,3.9,7,7,2008,35,59,5,7,NA,1,NA,NA
Dimona,2107,2107,1-ha,B,8,8.2,3.9,7,7,2009,59,NA,7,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,B,6,7.6,6.7,8,8,1998,10,16,2,1,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,B,6,7.6,6.7,8,8,1999,16,20,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,B,6,7.6,6.7,8,8,2000,20,12,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,B,6,7.6,6.7,8,8,2001,12,14,1,2,0,1,NA,NA
Dimona,2107,2107,1-ha,B,6,7.6,6.7,8,8,2002,14,19,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,B,6,7.6,6.7,8,8,2003,19,19,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,B,6,7.6,6.7,8,8,2004,19,16,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,B,6,7.6,6.7,8,8,2005,16,21,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,B,6,7.6,6.7,8,8,2006,21,16,3,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,B,6,7.6,6.7,8,8,2007,16,19,1,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,B,6,7.6,6.7,8,8,2008,19,28,2,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,B,6,7.6,6.7,8,8,2009,28,NA,2,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,B,3,2.1,2.7,9,9,1998,29,26,3,1,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,B,3,2.1,2.7,9,9,1999,26,23,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,B,3,2.1,2.7,9,9,2000,23,NA,1,NA,0,1,NA,NA
Dimona,2107,2107,1-ha,B,3,2.1,2.7,9,9,2001,NA,24,NA,1,NA,1,plant missing (60),NA
Dimona,2107,2107,1-ha,B,3,2.1,2.7,9,9,2002,24,15,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,B,3,2.1,2.7,9,9,2003,15,22,1,3,0,1,NA,NA
Dimona,2107,2107,1-ha,B,3,2.1,2.7,9,9,2004,22,23,3,2,0,1,NA,NA
Dimona,2107,2107,1-ha,B,3,2.1,2.7,9,9,2005,23,30,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,B,3,2.1,2.7,9,9,2006,30,37,3,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,B,3,2.1,2.7,9,9,2007,37,63,3,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,B,3,2.1,2.7,9,9,2008,63,70,3,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,B,3,2.1,2.7,9,9,2009,70,NA,2,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,C,5,NA,NA,10,10,1998,47,30,2,2,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,C,5,NA,NA,10,10,1999,30,28,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,5,NA,NA,10,10,2000,28,30,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,C,5,NA,NA,10,10,2001,30,34,3,4,0,1,NA,NA
Dimona,2107,2107,1-ha,C,5,NA,NA,10,10,2002,34,32,4,4,0,1,NA,NA
Dimona,2107,2107,1-ha,C,5,NA,NA,10,10,2003,32,NA,4,NA,0,0,NA,NA
Dimona,2107,2107,1-ha,A,10,2.9,5.6,11,11,1998,26,24,3,3,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,A,10,2.9,5.6,11,11,1999,24,24,3,4,0,1,NA,NA
Dimona,2107,2107,1-ha,A,10,2.9,5.6,11,11,2000,24,25,4,3,0,1,NA,NA
Dimona,2107,2107,1-ha,A,10,2.9,5.6,11,11,2001,25,31,3,3,0,1,NA,NA
Dimona,2107,2107,1-ha,A,10,2.9,5.6,11,11,2002,31,22,3,3,0,1,NA,NA
Dimona,2107,2107,1-ha,A,10,2.9,5.6,11,11,2003,22,24,3,5,0,1,NA,NA
Dimona,2107,2107,1-ha,A,10,2.9,5.6,11,11,2004,24,43,5,3,0,1,NA,NA
Dimona,2107,2107,1-ha,A,10,2.9,5.6,11,11,2005,43,34,3,2,0,1,NA,NA
Dimona,2107,2107,1-ha,A,10,2.9,5.6,11,11,2006,34,27,2,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,A,10,2.9,5.6,11,11,2007,27,39,2,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,A,10,2.9,5.6,11,11,2008,39,43,3,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,A,10,2.9,5.6,11,11,2009,43,NA,3,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,C,5,NA,NA,12,12,1998,25,NA,2,NA,0,0,NA,initial.tag.yr
Dimona,2107,2107,1-ha,A,7,9.1,1.9,13,13,1998,61,76,3,4,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,A,7,9.1,1.9,13,13,1999,76,74,4,4,1,1,NA,NA
Dimona,2107,2107,1-ha,A,7,9.1,1.9,13,13,2000,74,77,4,4,0,1,NA,NA
Dimona,2107,2107,1-ha,A,7,9.1,1.9,13,13,2001,77,66,4,3,0,1,NA,NA
Dimona,2107,2107,1-ha,A,7,9.1,1.9,13,13,2002,66,68,3,3,0,1,NA,NA
Dimona,2107,2107,1-ha,A,7,9.1,1.9,13,13,2003,68,89,3,2,0,1,NA,NA
Dimona,2107,2107,1-ha,A,7,9.1,1.9,13,13,2004,89,68,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,A,7,9.1,1.9,13,13,2005,68,NA,3,NA,0,1,NA,NA
Dimona,2107,2107,1-ha,A,7,9.1,1.9,13,13,2006,NA,62,NA,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,A,7,9.1,1.9,13,13,2007,62,60,1,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,A,7,9.1,1.9,13,13,2008,60,77,2,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,A,7,9.1,1.9,13,13,2009,77,NA,2,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,C,6,0.7,6.8,14,14,1998,44,43,2,2,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,C,6,0.7,6.8,14,14,1999,43,48,2,4,0,1,NA,NA
Dimona,2107,2107,1-ha,C,6,0.7,6.8,14,14,2000,48,14,4,4,0,1,NA,NA
Dimona,2107,2107,1-ha,C,6,0.7,6.8,14,14,2001,14,58,4,4,0,1,NA,NA
Dimona,2107,2107,1-ha,C,6,0.7,6.8,14,14,2002,58,57,4,4,0,1,NA,NA
Dimona,2107,2107,1-ha,C,6,0.7,6.8,14,14,2003,57,60,4,4,0,1,NA,NA
Dimona,2107,2107,1-ha,C,6,0.7,6.8,14,14,2004,60,61,4,4,0,1,NA,NA
Dimona,2107,2107,1-ha,C,6,0.7,6.8,14,14,2005,61,90,4,5,0,1,NA,NA
Dimona,2107,2107,1-ha,C,6,0.7,6.8,14,14,2006,90,80,5,3,1,1,NA,NA
Dimona,2107,2107,1-ha,C,6,0.7,6.8,14,14,2007,80,76,3,4,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,6,0.7,6.8,14,14,2008,76,80,4,3,1,1,NA,NA
Dimona,2107,2107,1-ha,C,6,0.7,6.8,14,14,2009,80,NA,3,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,D,7,1.6,3.2,15,15,1998,48,44,1,1,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,D,7,1.6,3.2,15,15,1999,44,47,1,2,0,1,NA,NA
Dimona,2107,2107,1-ha,D,7,1.6,3.2,15,15,2000,47,54,2,4,0,1,NA,NA
Dimona,2107,2107,1-ha,D,7,1.6,3.2,15,15,2001,54,49,4,3,0,1,NA,NA
Dimona,2107,2107,1-ha,D,7,1.6,3.2,15,15,2002,49,33,3,1,0,1,NA,NA
Dimona,2107,2107,1-ha,D,7,1.6,3.2,15,15,2003,33,63,1,3,0,1,NA,NA
Dimona,2107,2107,1-ha,D,7,1.6,3.2,15,15,2004,63,65,3,3,0,1,NA,NA
Dimona,2107,2107,1-ha,D,7,1.6,3.2,15,15,2005,65,88,3,4,0,1,NA,NA
Dimona,2107,2107,1-ha,D,7,1.6,3.2,15,15,2006,88,81,4,5,NA,1,NA,NA
Dimona,2107,2107,1-ha,D,7,1.6,3.2,15,15,2007,81,96,5,4,NA,1,NA,NA
Dimona,2107,2107,1-ha,D,7,1.6,3.2,15,15,2008,96,92,4,2,1,1,NA,NA
Dimona,2107,2107,1-ha,D,7,1.6,3.2,15,15,2009,92,NA,2,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,C,9,NA,NA,16,16,1998,24,25,2,4,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,C,9,NA,NA,16,16,1999,25,12,4,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,9,NA,NA,16,16,2000,12,13,2,1,0,1,NA,NA
Dimona,2107,2107,1-ha,C,9,NA,NA,16,16,2001,13,11,1,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,9,NA,NA,16,16,2002,11,NA,2,NA,0,0,NA,NA
Dimona,2107,2107,1-ha,A,9,NA,NA,17,17,1998,36,NA,2,NA,0,0,NA,initial.tag.yr
Dimona,2107,2107,1-ha,C,2,9.3,1.5,18,18,1998,23,30,2,2,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,C,2,9.3,1.5,18,18,1999,30,32,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,2,9.3,1.5,18,18,2000,32,33,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,C,2,9.3,1.5,18,18,2001,33,35,3,3,0,1,NA,NA
Dimona,2107,2107,1-ha,C,2,9.3,1.5,18,18,2002,35,32,3,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,2,9.3,1.5,18,18,2003,32,22,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,C,2,9.3,1.5,18,18,2004,22,34,3,3,0,1,NA,NA
Dimona,2107,2107,1-ha,C,2,9.3,1.5,18,18,2005,34,35,3,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,2,9.3,1.5,18,18,2006,35,34,2,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,2,9.3,1.5,18,18,2007,34,31,3,4,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,2,9.3,1.5,18,18,2008,31,50,4,6,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,2,9.3,1.5,18,18,2009,50,NA,6,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,C,1,NA,NA,19,19,1998,24,21,1,2,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,C,1,NA,NA,19,19,1999,21,19,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,1,NA,NA,19,19,2000,19,15,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,C,1,NA,NA,19,19,2001,15,14,3,1,0,1,NA,NA
Dimona,2107,2107,1-ha,C,1,NA,NA,19,19,2002,14,10,1,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,1,NA,NA,19,19,2003,10,NA,2,NA,0,0,NA,NA
Dimona,2107,2107,1-ha,C,5,9.3,5.3,20,20,1998,20,32,1,1,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,C,5,9.3,5.3,20,20,1999,32,34,1,3,0,1,NA,NA
Dimona,2107,2107,1-ha,C,5,9.3,5.3,20,20,2000,34,47,3,4,0,1,NA,NA
Dimona,2107,2107,1-ha,C,5,9.3,5.3,20,20,2001,47,48,4,5,0,1,NA,NA
Dimona,2107,2107,1-ha,C,5,9.3,5.3,20,20,2002,48,45,5,5,0,1,NA,NA
Dimona,2107,2107,1-ha,C,5,9.3,5.3,20,20,2003,45,44,5,6,1,1,NA,NA
Dimona,2107,2107,1-ha,C,5,9.3,5.3,20,20,2004,44,50,6,4,0,1,NA,NA
Dimona,2107,2107,1-ha,C,5,9.3,5.3,20,20,2005,50,49,4,6,1,1,NA,NA
Dimona,2107,2107,1-ha,C,5,9.3,5.3,20,20,2006,49,46,6,4,1,1,NA,NA
Dimona,2107,2107,1-ha,C,5,9.3,5.3,20,20,2007,46,40,4,4,1,1,NA,NA
Dimona,2107,2107,1-ha,C,5,9.3,5.3,20,20,2008,40,65,4,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,5,9.3,5.3,20,20,2009,65,NA,3,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,A,8,0.8,2.4,21,21,1998,38,40,2,2,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,A,8,0.8,2.4,21,21,1999,40,41,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,A,8,0.8,2.4,21,21,2000,41,31,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,A,8,0.8,2.4,21,21,2001,31,32,3,2,0,1,NA,NA
Dimona,2107,2107,1-ha,A,8,0.8,2.4,21,21,2002,32,35,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,A,8,0.8,2.4,21,21,2003,35,44,3,3,0,1,NA,NA
Dimona,2107,2107,1-ha,A,8,0.8,2.4,21,21,2004,44,42,3,4,0,1,NA,NA
Dimona,2107,2107,1-ha,A,8,0.8,2.4,21,21,2005,42,48,4,3,0,1,NA,NA
Dimona,2107,2107,1-ha,A,8,0.8,2.4,21,21,2006,48,50,3,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,A,8,0.8,2.4,21,21,2007,50,56,3,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,A,8,0.8,2.4,21,21,2008,56,68,3,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,A,8,0.8,2.4,21,21,2009,68,NA,3,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,C,7,1.1,4.5,22,22,1998,13,20,3,2,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,C,7,1.1,4.5,22,22,1999,20,23,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,7,1.1,4.5,22,22,2000,23,31,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,7,1.1,4.5,22,22,2001,31,33,2,4,0,1,NA,NA
Dimona,2107,2107,1-ha,C,7,1.1,4.5,22,22,2002,33,24,4,4,0,1,NA,NA
Dimona,2107,2107,1-ha,C,7,1.1,4.5,22,22,2003,24,27,4,3,0,1,NA,NA
Dimona,2107,2107,1-ha,C,7,1.1,4.5,22,22,2004,27,19,3,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,7,1.1,4.5,22,22,2005,19,26,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,C,7,1.1,4.5,22,22,2006,26,27,3,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,7,1.1,4.5,22,22,2007,27,30,2,1,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,7,1.1,4.5,22,22,2008,30,7,1,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,7,1.1,4.5,22,22,2009,7,NA,2,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,E,4,3.1,7,23,24,1998,30,33,2,3,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,E,4,3.1,7,23,24,1999,33,31,3,3,0,1,NA,NA
Dimona,2107,2107,1-ha,E,4,3.1,7,23,24,2000,31,26,3,3,0,1,NA,NA
Dimona,2107,2107,1-ha,E,4,3.1,7,23,24,2001,26,30,3,2,0,1,NA,NA
Dimona,2107,2107,1-ha,E,4,3.1,7,23,24,2002,30,25,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,E,4,3.1,7,23,24,2003,25,30,3,2,0,1,NA,NA
Dimona,2107,2107,1-ha,E,4,3.1,7,23,24,2004,30,30,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,E,4,3.1,7,23,24,2005,30,31,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,E,4,3.1,7,23,24,2006,31,31,3,3,NA,1,NA,NA
Dimona,2107,2107,1-ha,E,4,3.1,7,23,24,2007,31,48,3,4,NA,1,NA,NA
Dimona,2107,2107,1-ha,E,4,3.1,7,23,24,2008,48,59,4,5,NA,1,NA,NA
Dimona,2107,2107,1-ha,E,4,3.1,7,23,24,2009,59,NA,5,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,B,3,NA,NA,24,25,1998,17,NA,1,NA,0,0,NA,initial.tag.yr
Dimona,2107,2107,1-ha,B,1,3.4,9.8,25,26,1998,23,19,1,2,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,B,1,3.4,9.8,25,26,1999,19,17,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,B,1,3.4,9.8,25,26,2000,17,17,2,1,0,1,NA,NA
Dimona,2107,2107,1-ha,B,1,3.4,9.8,25,26,2001,17,19,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,B,1,3.4,9.8,25,26,2002,19,21,1,2,0,1,NA,NA
Dimona,2107,2107,1-ha,B,1,3.4,9.8,25,26,2003,21,20,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,B,1,3.4,9.8,25,26,2004,20,16,2,1,0,1,NA,NA
Dimona,2107,2107,1-ha,B,1,3.4,9.8,25,26,2005,16,15,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,B,1,3.4,9.8,25,26,2006,15,15,1,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,B,1,3.4,9.8,25,26,2007,15,17,2,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,B,1,3.4,9.8,25,26,2008,17,19,2,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,B,1,3.4,9.8,25,26,2009,19,NA,2,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,C,1,9.7,2.5,26,27,1998,28,24,1,2,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,C,1,9.7,2.5,26,27,1999,24,25,2,1,0,1,NA,NA
Dimona,2107,2107,1-ha,C,1,9.7,2.5,26,27,2000,25,31,1,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,1,9.7,2.5,26,27,2001,31,18,2,1,0,1,NA,NA
Dimona,2107,2107,1-ha,C,1,9.7,2.5,26,27,2002,18,15,1,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,1,9.7,2.5,26,27,2003,15,23,2,1,0,1,NA,NA
Dimona,2107,2107,1-ha,C,1,9.7,2.5,26,27,2004,23,17,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,C,1,9.7,2.5,26,27,2005,17,23,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,C,1,9.7,2.5,26,27,2006,23,28,1,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,1,9.7,2.5,26,27,2007,28,29,2,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,1,9.7,2.5,26,27,2008,29,27,2,2,NA,1,NA,NA
Dimona,2107,2107,1-ha,C,1,9.7,2.5,26,27,2009,27,NA,2,NA,NA,NA,NA,NA
Dimona,2107,2107,1-ha,C,9,NA,NA,27,28,1998,38,39,2,1,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,C,9,NA,NA,27,28,1999,39,33,1,2,0,1,NA,NA
Dimona,2107,2107,1-ha,C,9,NA,NA,27,28,2000,33,28,2,1,0,1,NA,NA
Dimona,2107,2107,1-ha,C,9,NA,NA,27,28,2001,28,19,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,C,9,NA,NA,27,28,2002,19,23,1,1,0,1,NA,NA
Dimona,2107,2107,1-ha,C,9,NA,NA,27,28,2003,23,NA,1,NA,0,1,NA,NA
Dimona,2107,2107,1-ha,C,9,NA,NA,27,28,2004,NA,8,NA,2,NA,1,plant missing (60),NA
Dimona,2107,2107,1-ha,C,9,NA,NA,27,28,2005,8,NA,2,NA,0,0,NA,NA
Dimona,2107,2107,1-ha,A,9,6.2,3.6,28,29,1998,25,41,2,2,0,1,NA,initial.tag.yr
Dimona,2107,2107,1-ha,A,9,6.2,3.6,28,29,1999,41,38,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,A,9,6.2,3.6,28,29,2000,38,30,3,3,0,1,NA,NA
Dimona,2107,2107,1-ha,A,9,6.2,3.6,28,29,2001,30,35,3,2,0,1,NA,NA
Dimona,2107,2107,1-ha,A,9,6.2,3.6,28,29,2002,35,38,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,A,9,6.2,3.6,28,29,2003,38,33,2,2,0,1,NA,NA
Dimona,2107,2107,1-ha,A,9,6.2,3.6,28,29,2004,33,35,2,3,0,1,NA,NA
Dimona,2107,2107,1-ha,A,9,6.2,3.6,28,29,2005,35,26,3,3,0,1,NA,NA
Dimona,2107,2107,1-ha,A,9,6.2,3.6,28,29,2006,26,28,3,5,NA,1,NA,NA
